State Name,Branch Name,Village Name,Center Name,Customer Name,Out Standing Principal,Num Days Since Last Due,Bucket Name
S2,PAC,270,38,C20384,2296.8,0,Current (0 Days)
S6,GAR,746,69,C20385,15171.68,0,Current (0 Days)
S1,HOS,735,69,C20386,15575.21,0,Current (0 Days)
S3,BAH,759,69,C20387,15572.58,0,Current (0 Days)
S3,SHE,751,58,C20388,15572.58,0,Current (0 Days)
S2,NIL,736,92,C20389,28980.98,0,Current (0 Days)
S2,NIL,356,70,C20390,28974.13,0,Current (0 Days)
S3,RUN,751,74,C20391,17440.48,0,Current (0 Days)
S2,DEU,439,54,C20392,17056.73,0,Current (0 Days)
S2,BAD,737,33,C20393,28978.69,0,Current (0 Days)
S2,BAD,227,15,C20394,14933.28,0,Current (0 Days)
S1,BAL,738,41,C20395,28983.23,0,Current (0 Days)
S2,GAN,220,59,C20396,17059.68,0,Current (0 Days)
S1,SIN,479,69,C20397,15572.58,0,Current (0 Days)
S1,SIN,479,69,C20398,15572.58,0,Current (0 Days)
S2,NAN,197,13,C20399,5001.85,0,Current (0 Days)
S2,NAI,201,33,C20400,15565.02,0,Current (0 Days)
S1,RAM,634,69,C20401,15575.21,0,Current (0 Days)
S2,NAI,201,67,C20402,15572.58,0,Current (0 Days)
S1,SHI,552,69,C20403,15180.76,0,Current (0 Days)
S2,BAS,214,35,C20404,15180.76,0,Current (0 Days)
S2,HAD,195,46,C20405,27645.52,0,Current (0 Days)
S2,SHA,278,66,C20406,15180.76,0,Current (0 Days)
S1,HOS,736,68,C20407,15572.58,0,Current (0 Days)
S1,NAN,659,72,C20408,18217.57,0,Current (0 Days)
S1,HOS,735,69,C20409,18209.21,0,Current (0 Days)
S1,NAN,660,75,C20410,18209.21,0,Current (0 Days)
S6,CHH,764,77,C20411,18215.11,0,Current (0 Days)
S3,PHU,755,75,C20412,18218.07,0,Current (0 Days)
S6,GAR,754,62,C20413,18215.11,0,Current (0 Days)
S6,GAR,745,58,C20414,12474.9,0,Current (0 Days)
S6,GAR,761,72,C20415,18593.62,0,Current (0 Days)
S1,KRI,602,79,C20416,18209.21,0,Current (0 Days)
S1,SIR,759,79,C20417,18212.19,0,Current (0 Days)
S6,DAL,764,76,C20418,18593.62,0,Current (0 Days)
S4,PAT,748,79,C20419,18212.19,0,Current (0 Days)
S6,BAL,756,73,C20420,18218.07,0,Current (0 Days)
S6,GAR,765,79,C20421,18218.07,0,Current (0 Days)
S6,GAR,765,79,C20422,18218.07,0,Current (0 Days)
S6,BAL,757,71,C20423,18593.62,0,Current (0 Days)
S1,NAN,656,53,C20424,12844.27,0,Current (0 Days)
S3,SHE,757,78,C20425,18217.57,0,Current (0 Days)
S1,HOL,638,59,C20426,17056.2,0,Current (0 Days)
S2,BAS,214,35,C20427,28983.23,0,Current (0 Days)
S2,SHI,117,36,C20428,25350.62,0,Current (0 Days)
S2,NAN,197,13,C20429,28983.23,0,Current (0 Days)
S1,KRI,605,50,C20430,11711.07,0,Current (0 Days)
S1,KRI,603,51,C20431,11713.64,0,Current (0 Days)
S1,NAN,661,66,C20432,17445.97,0,Current (0 Days)
S3,BAG,739,75,C20433,17825.65,0,Current (0 Days)
S2,PAI,245,40,C20434,28976.36,0,Current (0 Days)
S3,SHE,748,74,C20435,17059.21,0,Current (0 Days)
S5,REN,760,71,C20436,17828.65,0,Current (0 Days)
S5,REN,760,71,C20437,12209.56,0,Current (0 Days)
S2,GAN,219,64,C20438,13180.72,0,Current (0 Days)
S2,DHU,149,15,C20439,26561.32,0,Current (0 Days)
S4,PAT,753,62,C20440,13180.72,0,Current (0 Days)
S2,AMB,349,34,C20441,25824.73,0,Current (0 Days)
S6,DAL,753,62,C20442,13180.72,0,Current (0 Days)
S2,GAN,220,64,C20443,13591.8,0,Current (0 Days)
S1,NAN,750,59,C20444,13180.72,0,Current (0 Days)
S1,NAN,753,64,C20445,13180.72,0,Current (0 Days)
S3,MOT,743,64,C20446,13179.55,0,Current (0 Days)
S3,MOT,755,64,C20447,13179.55,0,Current (0 Days)
S1,RAM,633,64,C20448,13589.1,0,Current (0 Days)
S1,RAM,633,64,C20449,13589.1,0,Current (0 Days)
S3,MOT,743,64,C20450,13179.55,0,Current (0 Days)
S2,HAD,179,23,C20451,27283.91,0,Current (0 Days)
S2,HAD,179,23,C20452,27283.91,0,Current (0 Days)
S2,HAD,180,34,C20453,15572.58,0,Current (0 Days)
S1,SHI,553,69,C20454,15171.68,0,Current (0 Days)
S1,HOS,758,69,C20455,15171.68,0,Current (0 Days)
S3,RUN,754,62,C20456,15575.21,0,Current (0 Days)
S2,AKA,212,18,C20457,28726.27,0,Current (0 Days)
S2,BAD,737,33,C20458,18212.19,0,Current (0 Days)
S2,LAT,351,38,C20459,30040.26,0,Current (0 Days)
S1,HOL,638,76,C20460,17443.5,0,Current (0 Days)
S3,RUN,755,65,C20461,17834.05,0,Current (0 Days)
S3,BAH,763,75,C20462,17825.65,0,Current (0 Days)
S6,BAL,763,76,C20463,17825.65,0,Current (0 Days)
S3,MOT,763,75,C20464,18209.21,0,Current (0 Days)
S6,BHA,760,76,C20465,17825.65,0,Current (0 Days)
S4,PAT,750,64,C20466,17825.65,0,Current (0 Days)
S3,PHU,755,67,C20467,15566.15,0,Current (0 Days)
S2,CHA,276,34,C20468,2296.8,0,Current (0 Days)
S2,JIN,215,67,C20469,15566.15,0,Current (0 Days)
S1,NAN,744,69,C20470,15572.58,0,Current (0 Days)
S2,JIN,215,69,C20471,15566.15,0,Current (0 Days)
S6,GAR,758,69,C20472,15572.58,0,Current (0 Days)
S2,JIN,215,69,C20473,15575.21,0,Current (0 Days)
S2,JIN,214,67,C20474,15568.77,0,Current (0 Days)
S3,RUN,757,69,C20475,15568.77,0,Current (0 Days)
S3,LAH,758,69,C20476,15568.77,0,Current (0 Days)
S3,RUN,757,67,C20477,15568.77,0,Current (0 Days)
S1,SAN,742,69,C20478,15568.77,0,Current (0 Days)
S1,HOL,634,69,C20479,16356.78,0,Current (0 Days)
S2,HAD,196,36,C20480,15571.4,0,Current (0 Days)
S2,AHM,354,30,C20481,28373.24,0,Current (0 Days)
S2,GAN,220,74,C20482,17059.68,0,Current (0 Days)
S2,NAN,197,77,C20483,28980.98,0,Current (0 Days)
S2,NAN,196,89,C20484,28983.29,0,Current (0 Days)
S2,GAN,220,74,C20485,17828.13,0,Current (0 Days)
S3,SHE,762,74,C20486,17448.92,0,Current (0 Days)
S2,LAT,351,22,C20487,17056.73,0,Current (0 Days)
S2,CHA,276,34,C20488,17056.73,0,Current (0 Days)
S1,HOL,636,52,C20489,17056.73,0,Current (0 Days)
S6,GAR,754,74,C20490,17056.73,0,Current (0 Days)
S2,DEU,225,56,C20491,17831.11,0,Current (0 Days)
S2,PAC,292,34,C20492,30047.03,0,Current (0 Days)
S3,MOT,739,54,C20493,17446.44,0,Current (0 Days)
S1,KRI,602,78,C20494,18593.62,0,Current (0 Days)
S5,ROB,761,72,C20495,18593.62,0,Current (0 Days)
S1,KRI,654,49,C20496,12588.9,0,Current (0 Days)
S1,SIR,475,50,C20497,12588.9,0,Current (0 Days)
S1,SHI,552,11,C20498,12585.91,0,Current (0 Days)
S4,BAL,765,78,C20499,9350.55,0,Current (0 Days)
S6,BHA,764,79,C20500,18218.07,0,Current (0 Days)
S4,BAL,765,78,C20501,9350.55,0,Current (0 Days)
S5,ROB,749,65,C20502,16223.23,0,Current (0 Days)
S5,REN,740,75,C20503,18215.11,0,Current (0 Days)
S2,NAN,196,18,C20504,3957.49,0,Current (0 Days)
S1,KRI,603,76,C20505,19733.27,0,Current (0 Days)
S2,CHA,282,43,C20506,3962.22,0,Current (0 Days)
S1,GAN,484,20,C20507,15171.68,0,Current (0 Days)
S2,NAI,201,19,C20508,15572.58,0,Current (0 Days)
S2,NAN,196,89,C20509,15572.58,0,Current (0 Days)
S2,NAN,196,89,C20510,15572.58,0,Current (0 Days)
S2,NAN,196,10,C20511,15572.58,0,Current (0 Days)
S2,NAN,197,22,C20512,27283.91,0,Current (0 Days)
S2,GAN,218,66,C20513,15180.76,0,Current (0 Days)
S5,ROB,744,49,C20514,8170.66,0,Current (0 Days)
S2,LAT,354,42,C20515,15964.21,0,Current (0 Days)
S2,LAT,354,42,C20516,15964.21,0,Current (0 Days)
S5,REN,754,70,C20517,16354.17,0,Current (0 Days)
S2,CHA,275,47,C20518,15180.76,0,Current (0 Days)
S2,AHM,353,19,C20519,15965.69,0,Current (0 Days)
S2,DEU,434,56,C20520,15966.83,0,Current (0 Days)
S6,JAP,758,69,C20521,16745.07,0,Current (0 Days)
S1,BAL,517,21,C20522,15964.21,0,Current (0 Days)
S2,BAD,238,12,C20523,9811.55,0,Current (0 Days)
S2,CHA,284,22,C20524,9811.55,0,Current (0 Days)
S1,RAM,750,71,C20525,18976.9,0,Current (0 Days)
S3,MOT,760,80,C20526,18976.9,0,Current (0 Days)
S3,MOT,763,80,C20527,18973.97,0,Current (0 Days)
S3,MOT,752,80,C20528,18973.97,0,Current (0 Days)
S3,MOT,752,80,C20529,18973.97,0,Current (0 Days)
S1,HOL,630,80,C20530,18973.97,0,Current (0 Days)
S3,PHU,755,66,C20531,18973.97,0,Current (0 Days)
S6,BHA,760,75,C20532,17449.42,0,Current (0 Days)
S2,DEU,436,75,C20533,17831.11,0,Current (0 Days)
S1,NAN,660,75,C20534,17440.48,0,Current (0 Days)
S2,BAS,196,41,C20535,18218.07,0,Current (0 Days)
S2,NAN,197,43,C20536,20108.38,0,Current (0 Days)
S2,DEU,224,75,C20537,17828.13,0,Current (0 Days)
S6,DAL,753,61,C20538,17834.05,0,Current (0 Days)
S2,AHM,353,15,C20539,17825.65,0,Current (0 Days)
S2,JIN,207,75,C20540,17449.42,0,Current (0 Days)
S1,SIR,478,54,C20541,17448.92,0,Current (0 Days)
S2,PAC,229,33,C20542,3417.25,0,Current (0 Days)
S3,BAH,757,75,C20543,17831.11,0,Current (0 Days)
S6,BAL,763,76,C20544,17825.65,0,Current (0 Days)
S1,KRI,604,79,C20545,18591.16,0,Current (0 Days)
S6,BHA,762,75,C20546,15253.52,0,Current (0 Days)
S6,BHA,762,75,C20547,17448.92,0,Current (0 Days)
S6,BHA,762,75,C20548,15259.26,0,Current (0 Days)
S6,BHA,762,75,C20549,17440.48,0,Current (0 Days)
S1,HOS,486,74,C20550,17062.67,0,Current (0 Days)
S2,HAD,195,40,C20551,17828.13,0,Current (0 Days)
S5,ROB,756,70,C20552,17445.97,0,Current (0 Days)
S2,PAC,229,33,C20553,17828.13,0,Current (0 Days)
S2,PAC,271,34,C20554,27650.74,0,Current (0 Days)
S2,AHM,354,15,C20555,28009.53,0,Current (0 Days)
S1,SOR,545,45,C20556,15171.68,0,Current (0 Days)
S2,AKA,212,18,C20557,28726.27,0,Current (0 Days)
S2,AHM,353,50,C20558,15565.02,0,Current (0 Days)
S2,NAN,196,21,C20559,15565.02,0,Current (0 Days)
S3,RUN,758,69,C20560,15566.15,0,Current (0 Days)
S2,JIN,215,66,C20561,15575.21,0,Current (0 Days)
S4,PAT,752,78,C20562,18599.49,0,Current (0 Days)
S2,GAN,221,76,C20563,18599.49,0,Current (0 Days)
S2,KIN,192,87,C20564,30394.86,0,Current (0 Days)
S1,HOS,766,82,C20565,18593.62,0,Current (0 Days)
S2,AUR,239,17,C20566,31095.32,0,Current (0 Days)
S2,AUR,239,13,C20567,30745.86,0,Current (0 Days)
S2,AUR,237,14,C20568,31102.01,0,Current (0 Days)
S3,MOT,749,75,C20569,17446.44,0,Current (0 Days)
S2,LAT,351,21,C20570,17059.68,0,Current (0 Days)
S3,SHE,757,69,C20571,15566.15,0,Current (0 Days)
S1,HOS,515,69,C20572,15572.58,0,Current (0 Days)
S1,KUD,735,77,C20573,18214.64,0,Current (0 Days)
S3,PHU,760,73,C20574,18209.21,0,Current (0 Days)
S1,NAN,659,77,C20575,17834.55,0,Current (0 Days)
S6,DAL,762,74,C20576,18214.64,0,Current (0 Days)
S6,DAL,758,68,C20577,18214.64,0,Current (0 Days)
S1,KRI,602,79,C20578,18597.04,0,Current (0 Days)
S1,SIR,477,72,C20579,18599.99,0,Current (0 Days)
S3,LAH,764,79,C20580,18599.49,0,Current (0 Days)
S2,AMB,229,34,C20581,26599.78,0,Current (0 Days)
S5,REN,758,68,C20582,15575.21,0,Current (0 Days)
S2,KIN,192,22,C20583,2484.49,0,Current (0 Days)
S2,SIL,236,21,C20584,30049.31,0,Current (0 Days)
S2,GAN,221,76,C20585,18211.68,0,Current (0 Days)
S2,DEU,434,77,C20586,18215.11,0,Current (0 Days)
S2,DEU,224,74,C20587,18212.19,0,Current (0 Days)
S2,DEU,224,77,C20588,18212.19,0,Current (0 Days)
S3,CHA,753,64,C20589,13589.1,0,Current (0 Days)
S3,CHA,753,64,C20590,13589.1,0,Current (0 Days)
S5,ROB,742,58,C20591,13188.82,0,Current (0 Days)
S3,NAR,745,64,C20592,13982.67,0,Current (0 Days)
S3,SHE,751,58,C20593,13179.55,0,Current (0 Days)
S3,SHE,739,62,C20594,13179.55,0,Current (0 Days)
S3,MOT,743,58,C20595,13188.82,0,Current (0 Days)
S3,MOT,743,58,C20596,13188.82,0,Current (0 Days)
S6,JAP,750,64,C20597,13179.55,0,Current (0 Days)
S3,RUN,751,61,C20598,13589.1,0,Current (0 Days)
S1,NAN,753,61,C20599,13188.82,0,Current (0 Days)
S1,TUR,590,49,C20600,13179.55,0,Current (0 Days)
S2,PAI,328,20,C20601,25457.85,0,Current (0 Days)
S2,HAD,195,81,C20602,25831.33,0,Current (0 Days)
S6,GAR,760,70,C20603,15565.02,0,Current (0 Days)
S3,CHA,753,62,C20604,15965.69,0,Current (0 Days)
S2,DEU,225,70,C20605,15966.83,0,Current (0 Days)
S1,BAL,517,35,C20606,15941.35,0,Current (0 Days)
S2,MEH,407,70,C20607,15964.21,0,Current (0 Days)
S2,KIN,192,44,C20608,15966.83,0,Current (0 Days)
S2,PAI,244,15,C20609,24824.02,0,Current (0 Days)
S2,JIN,215,70,C20610,15963.04,0,Current (0 Days)
S2,HAD,194,88,C20611,15965.69,0,Current (0 Days)
S5,ROB,759,70,C20612,15957.81,0,Current (0 Days)
S5,REN,757,70,C20613,15957.81,0,Current (0 Days)
S6,DAL,746,70,C20614,15966.83,0,Current (0 Days)
S1,KRI,654,62,C20615,18976.9,0,Current (0 Days)
S2,SIL,236,20,C20616,12849.23,0,Current (0 Days)
S1,HOL,638,80,C20617,18976.9,0,Current (0 Days)
S2,CHA,274,39,C20618,3963.09,0,Current (0 Days)
S2,CHA,274,39,C20619,3963.09,0,Current (0 Days)
S2,MEH,450,81,C20620,18597.04,0,Current (0 Days)
S6,BHA,760,81,C20621,18973.97,0,Current (0 Days)
S1,RAM,635,55,C20622,12849.23,0,Current (0 Days)
S1,RAM,636,54,C20623,13114.82,0,Current (0 Days)
S1,GAN,736,19,C20624,12849.23,0,Current (0 Days)
S2,SHA,275,33,C20625,30394.86,0,Current (0 Days)
S3,NAR,761,76,C20626,17828.13,0,Current (0 Days)
S3,MOT,763,75,C20627,17834.05,0,Current (0 Days)
S6,DAL,762,75,C20628,17831.11,0,Current (0 Days)
S1,KRI,604,76,C20629,17443.5,0,Current (0 Days)
S6,DAL,762,75,C20630,17831.11,0,Current (0 Days)
S4,BAL,763,75,C20631,17825.65,0,Current (0 Days)
S2,DEU,434,76,C20632,17449.42,0,Current (0 Days)
S2,HAD,195,46,C20633,30042.53,0,Current (0 Days)
S2,AMB,349,75,C20634,18593.62,0,Current (0 Days)
S2,AMB,349,75,C20635,18593.62,0,Current (0 Days)
S2,MEH,397,80,C20636,18591.16,0,Current (0 Days)
S2,AHM,203,20,C20637,30745.79,0,Current (0 Days)
S2,LAT,351,73,C20638,18599.49,0,Current (0 Days)
S2,NAN,202,3-,C20639,26602.02,0,Current (0 Days)
S2,JIN,216,80,C20640,18597.04,0,Current (0 Days)
S2,AUR,238,19,C20641,12852.21,0,Current (0 Days)
S6,CHH,761,72,C20642,18976.9,0,Current (0 Days)
S2,BAD,225,41,C20643,12844.27,0,Current (0 Days)
S1,KRI,604,79,C20644,18976.9,0,Current (0 Days)
S1,RAM,649,80,C20645,18597.04,0,Current (0 Days)
S2,PAI,245,42,C20646,30042.53,0,Current (0 Days)
S2,GAN,219,75,C20647,17449.42,0,Current (0 Days)
S2,AMB,228,52,C20648,30394.86,0,Current (0 Days)
S2,AUR,239,34,C20649,30040.26,0,Current (0 Days)
S2,DHU,149,15,C20650,30049.31,0,Current (0 Days)
S2,BAS,213,40,C20651,30394.86,0,Current (0 Days)
S2,SHI,116,34,C20652,26291.45,0,Current (0 Days)
S1,KRI,748,75,C20653,17440.48,0,Current (0 Days)
S2,JIN,215,75,C20654,17449.42,0,Current (0 Days)
S2,BAD,238,12,C20655,26291.45,0,Current (0 Days)
S3,RUN,757,67,C20656,17449.42,0,Current (0 Days)
S1,SIN,480,81,C20657,18971.52,0,Current (0 Days)
S6,CHH,764,81,C20658,19352.73,0,Current (0 Days)
S2,AUR,238,15,C20659,26906.82,0,Current (0 Days)
S1,NAN,661,81,C20660,18973.97,0,Current (0 Days)
S2,JIN,215,74,C20661,19729.9,0,Current (0 Days)
S1,RAM,650,81,C20662,18977.37,0,Current (0 Days)
S2,AHM,221,99,C20663,31095.32,0,Current (0 Days)
S2,CHA,253,38,C20664,18980.31,0,Current (0 Days)
S5,REN,740,59,C20665,15901.38,0,Current (0 Days)
S2,AMB,227,34,C20666,30748.08,0,Current (0 Days)
S5,ROB,742,78,C20667,18218.07,0,Current (0 Days)
S6,DAL,764,78,C20668,18215.11,0,Current (0 Days)
S6,DAL,764,78,C20669,18215.11,0,Current (0 Days)
S6,DAL,750,77,C20670,18215.11,0,Current (0 Days)
S6,JAP,763,78,C20671,18212.19,0,Current (0 Days)
S5,ROB,754,78,C20672,18215.11,0,Current (0 Days)
S3,RUN,764,78,C20673,18217.57,0,Current (0 Days)
S6,CHH,761,71,C20674,16280.82,0,Current (0 Days)
S2,JIN,215,69,C20675,15892.66,0,Current (0 Days)
S2,JIN,214,65,C20676,16277.77,0,Current (0 Days)
S6,GAR,743,71,C20677,16283.8,0,Current (0 Days)
S6,BAL,756,72,C20678,16280.82,0,Current (0 Days)
S6,BAL,760,71,C20679,16280.82,0,Current (0 Days)
S3,SHE,759,71,C20680,15892.66,0,Current (0 Days)
S3,SHE,751,58,C20681,16277.77,0,Current (0 Days)
S2,MEH,394,69,C20682,16277.77,0,Current (0 Days)
S2,MEH,394,69,C20683,16673.8,0,Current (0 Days)
S2,MEH,393,67,C20684,6232.92,0,Current (0 Days)
S2,MEH,394,69,C20685,16277.77,0,Current (0 Days)
S6,BHA,763,75,C20686,18211.68,0,Current (0 Days)
S2,GAN,221,76,C20687,18211.68,0,Current (0 Days)
S5,ROB,754,77,C20688,12470.39,0,Current (0 Days)
S2,DEU,434,77,C20689,18215.11,0,Current (0 Days)
S2,DEU,434,77,C20690,18215.11,0,Current (0 Days)
S2,AHM,353,26,C20691,30042.53,0,Current (0 Days)
S2,AHM,353,98,C20692,19352.73,0,Current (0 Days)
S2,SIL,237,36,C20693,30042.53,0,Current (0 Days)
S2,AKA,212,34,C20694,7829.11,0,Current (0 Days)
S2,AMB,228,76,C20695,18593.62,0,Current (0 Days)
S2,AMB,228,76,C20696,18593.62,0,Current (0 Days)
S2,AMB,228,45,C20697,12844.27,0,Current (0 Days)
S2,DHU,159,10,C20698,9970.79,0,Current (0 Days)
S2,GAN,219,67,C20699,16667.8,0,Current (0 Days)
S5,REN,760,71,C20700,14277.31,0,Current (0 Days)
S4,PAT,750,65,C20701,16283.8,0,Current (0 Days)
S2,NAI,201,13,C20702,17059.21,0,Current (0 Days)
S1,TUR,591,72,C20703,16280.82,0,Current (0 Days)
S3,BAG,739,57,C20704,6232.92,0,Current (0 Days)
S5,REN,761,72,C20705,16275.25,0,Current (0 Days)
S3,PHU,755,70,C20706,16280.82,0,Current (0 Days)
S1,KRI,654,63,C20707,16284.3,0,Current (0 Days)
S2,KIN,193,72,C20708,16280.82,0,Current (0 Days)
S3,SHE,760,72,C20709,16280.82,0,Current (0 Days)
S1,TUR,591,72,C20710,16278.32,0,Current (0 Days)
S1,NAN,660,71,C20711,15883.57,0,Current (0 Days)
S2,PAC,295,92,C20712,15956.69,0,Current (0 Days)
S2,NAI,201,24,C20713,16356.78,0,Current (0 Days)
S2,AKA,211,34,C20714,16356.78,0,Current (0 Days)
S2,LAT,351,17,C20715,27903.79,0,Current (0 Days)
S6,JAP,751,58,C20716,15892.66,0,Current (0 Days)
S2,SHI,121,36,C20717,27903.79,0,Current (0 Days)
S2,SHI,121,36,C20718,28978.69,0,Current (0 Days)
S1,NAN,660,71,C20719,15892.66,0,Current (0 Days)
S5,REN,761,76,C20720,18218.07,0,Current (0 Days)
S2,DEU,438,70,C20721,16277.77,0,Current (0 Days)
S2,MEH,393,81,C20722,18974.47,0,Current (0 Days)
S2,AKA,212,20,C20723,18979.81,0,Current (0 Days)
S6,BHA,762,81,C20724,18980.31,0,Current (0 Days)
S2,AMB,228,36,C20725,31443.25,0,Current (0 Days)
S1,KRI,741,47,C20726,13106.46,0,Current (0 Days)
S3,LAH,764,81,C20727,18980.31,0,Current (0 Days)
S2,AMB,347,15,C20728,18979.81,0,Current (0 Days)
S2,MEH,406,75,C20729,18599.99,0,Current (0 Days)
S2,AUR,238,18,C20730,13114.82,0,Current (0 Days)
S2,BAD,238,13,C20731,30745.79,0,Current (0 Days)
S1,RAM,649,69,C20732,18971.52,0,Current (0 Days)
S2,NAN,197,14,C20733,18979.81,0,Current (0 Days)
S1,KRI,602,81,C20734,18980.31,0,Current (0 Days)
S1,KRI,602,81,C20735,18980.31,0,Current (0 Days)
S1,KRI,603,62,C20736,17416.89,0,Current (0 Days)
S1,KRI,604,79,C20737,18980.31,0,Current (0 Days)
S1,SOR,738,41,C20738,13114.82,0,Current (0 Days)
S1,KRI,602,81,C20739,18980.31,0,Current (0 Days)
S1,KRI,764,79,C20740,15182.92,0,Current (0 Days)
S2,NAN,196,19,C20741,18212.19,0,Current (0 Days)
S3,LAH,763,75,C20742,17834.55,0,Current (0 Days)
S3,MOT,739,62,C20743,17828.65,0,Current (0 Days)
S2,NAN,196,19,C20744,31443.32,0,Current (0 Days)
S2,MEH,399,75,C20745,17831.11,0,Current (0 Days)
S1,HOL,634,69,C20746,17449.42,0,Current (0 Days)
S6,CHH,763,76,C20747,17834.05,0,Current (0 Days)
S1,HOS,736,65,C20748,18209.21,0,Current (0 Days)
S1,HOS,515,11,C20749,6286.02,0,Current (0 Days)
S2,LAT,351,46,C20750,13627.39,0,Current (0 Days)
S1,RAM,635,73,C20751,17831.58,0,Current (0 Days)
S6,DAL,764,76,C20752,17828.65,0,Current (0 Days)
S3,PHU,758,77,C20753,18215.11,0,Current (0 Days)
S2,MEH,445,76,C20754,18976.9,0,Current (0 Days)
S5,ROB,760,76,C20755,18215.11,0,Current (0 Days)
S6,DAL,740,48,C20756,12474.9,0,Current (0 Days)
S1,BAL,517,37,C20757,12589.36,0,Current (0 Days)
S2,AKA,212,19,C20758,30392.67,0,Current (0 Days)
S3,CHA,753,78,C20759,18212.19,0,Current (0 Days)
S2,NAN,197,57,C20760,9811.29,0,Current (0 Days)
S1,SAN,662,78,C20761,18212.19,0,Current (0 Days)
S6,CHH,763,77,C20762,18218.07,0,Current (0 Days)
S6,CHH,764,78,C20763,18215.11,0,Current (0 Days)
S3,MOT,738,78,C20764,18215.11,0,Current (0 Days)
S3,SAK,766,79,C20765,18980.31,0,Current (0 Days)
S2,HAD,179,61,C20766,18980.31,0,Current (0 Days)
S2,AHM,354,13,C20767,18974.47,0,Current (0 Days)
S2,NAN,197,16,C20768,31101.95,0,Current (0 Days)
S1,SHI,552,20,C20769,30752.58,0,Current (0 Days)
S1,HOL,636,82,C20770,18971.52,0,Current (0 Days)
S4,PAT,750,81,C20771,18980.31,0,Current (0 Days)
S2,BAS,214,13,C20772,30752.58,0,Current (0 Days)
S1,RAM,650,81,C20773,18971.52,0,Current (0 Days)
S2,HAD,194,75,C20774,10023.46,0,Current (0 Days)
S3,SAK,760,70,C20775,19355.64,0,Current (0 Days)
S1,BAL,517,44,C20776,14093.45,0,Current (0 Days)
S1,RAM,653,72,C20777,16275.25,0,Current (0 Days)
S3,PHU,755,70,C20778,16280.82,0,Current (0 Days)
S3,PHU,755,70,C20779,16280.82,0,Current (0 Days)
S1,GUN,664,72,C20780,16277.77,0,Current (0 Days)
S2,HAD,179,10,C20781,28265.07,0,Current (0 Days)
S6,BHA,759,71,C20782,14271.52,0,Current (0 Days)
S1,KUD,736,34,C20783,11175.39,0,Current (0 Days)
S1,SOR,545,66,C20784,15892.66,0,Current (0 Days)
S6,DAL,746,72,C20785,16277.77,0,Current (0 Days)
S4,BAL,760,72,C20786,14271.5,0,Current (0 Days)
S5,ROB,761,72,C20787,16670.83,0,Current (0 Days)
S1,GAN,485,72,C20788,16283.8,0,Current (0 Days)
S1,GAN,485,72,C20789,16283.8,0,Current (0 Days)
S6,BAL,756,69,C20790,16283.8,0,Current (0 Days)
S1,HOS,515,72,C20791,16280.82,0,Current (0 Days)
S2,JIN,215,82,C20792,18980.31,0,Current (0 Days)
S2,JIN,215,82,C20793,18980.31,0,Current (0 Days)
S2,BAS,212,37,C20794,31449.92,0,Current (0 Days)
S2,NAN,736,50,C20795,19736.19,0,Current (0 Days)
S2,NAN,197,16,C20796,19730.39,0,Current (0 Days)
S2,SIL,235,40,C20797,31099.76,0,Current (0 Days)
S2,AKA,212,33,C20798,10218.39,0,Current (0 Days)
S2,AKA,212,33,C20799,10024.07,0,Current (0 Days)
S3,MOT,763,81,C20800,19356.11,0,Current (0 Days)
S3,MOT,756,81,C20801,19356.11,0,Current (0 Days)
S2,AMB,228,52,C20802,19732.8,0,Current (0 Days)
S6,GAR,746,58,C20803,19359.04,0,Current (0 Days)
S3,SAK,760,70,C20804,19356.11,0,Current (0 Days)
S2,DEU,434,82,C20805,19356.11,0,Current (0 Days)
S2,CHA,282,42,C20806,13372.41,0,Current (0 Days)
S2,AUR,237,71,C20807,31443.25,0,Current (0 Days)
S2,AMB,227,13,C20808,31095.32,0,Current (0 Days)
S2,LAT,354,44,C20809,13375.36,0,Current (0 Days)
S4,BAL,761,71,C20810,8345.25,0,Current (0 Days)
S6,DAL,754,66,C20811,16670.83,0,Current (0 Days)
S5,REN,752,68,C20812,16670.83,0,Current (0 Days)
S1,SIR,478,72,C20813,16281.29,0,Current (0 Days)
S1,SIR,478,72,C20814,16281.29,0,Current (0 Days)
S6,DAL,762,72,C20815,16670.83,0,Current (0 Days)
S6,JAP,761,72,C20816,16667.8,0,Current (0 Days)
S6,CHH,761,72,C20817,16673.8,0,Current (0 Days)
S6,BAL,757,72,C20818,16670.83,0,Current (0 Days)
S2,AHM,354,20,C20819,31095.32,0,Current (0 Days)
S6,BHA,762,81,C20820,19729.9,0,Current (0 Days)
S2,HAD,195,51,C20821,12214.47,0,Current (0 Days)
S2,HAD,195,96,C20822,31443.32,0,Current (0 Days)
S5,ROB,756,70,C20823,16670.83,0,Current (0 Days)
S6,BAL,757,72,C20824,16673.8,0,Current (0 Days)
S2,PAI,341,10,C20825,28719.89,0,Current (0 Days)
S2,NAN,196,37,C20826,31796.44,0,Current (0 Days)
S1,HOL,638,73,C20827,16670.83,0,Current (0 Days)
S2,NAN,196,37,C20828,28983.23,0,Current (0 Days)
S2,NAN,197,21,C20829,28622.64,0,Current (0 Days)
S3,CHA,752,67,C20830,16671.3,0,Current (0 Days)
S6,CHH,762,73,C20831,16674.3,0,Current (0 Days)
S1,GAN,485,73,C20832,16671.3,0,Current (0 Days)
S2,HAD,195,22,C20833,28983.23,0,Current (0 Days)
